,period,VolumeUp,AvgSpeedUp,StdSpeedUp,CoefOfVarSpeedUp,AvgOccupancyUp,StdOccupancyUp,CoefOfVarOccupancyUp,VolumeDown,AvgSpeedDown,StdSpeedDown,CoefOfVarSpeedDown,AvgOccupancyDown,StdOccupancyDown,CoefOfVarOccupancyDown,SegmentId,TotalCrashes,OCrashes,KABCCrashes,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RoadName,Direction,Roadtype,Shape_Leng,Shape_Le_1,UpStationId,DownStationId,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SPEED,Shape_Le_2
14,2,5236.846153846154,63.99839043351199,10.769094180149754,0.2190827205440627,10.733648678567654,6.693190079702664,0.5107294725684614,18790.060475161987,54.79485355360103,10.755696829281566,0.2396521148925612,10.395915100301671,6.517449573781687,0.5406191154502389,6044_8581,0.0,0.0,0.0,4,2,4,1,4,1,4,5,1,3,5,417,FL-417 N,N,Freeway,0.345284698189,0.00565710787821,6044,8581,E,2,45451,4,417,43569,45451,65,109,65.0,0.00565710787821
15,3,11045.910447761196,71.74408693507766,2.0553751428493774,0.02945277118411487,6.164998313659606,1.4268638086664969,0.21946656307602547,35195.924568965514,64.20286085993327,1.955570271637468,0.03136779617443965,4.546020200090258,1.107511674934862,0.2250852314890367,6044_8581,0.0,0.0,0.0,4,2,4,1,4,1,4,5,1,3,5,417,FL-417 N,N,Freeway,0.345284698189,0.00565710787821,6044,8581,E,2,45451,4,417,43569,45451,65,109,65.0,0.00565710787821
16,0,8785.909691629957,69.6858025243526,2.3443515257605334,0.03370719258238224,1.6124174467278891,1.0352924145899822,0.6402365404895869,9619.409381663114,65.10677133329258,2.172223448911604,0.033500036975055325,1.7782314183676298,1.2223532665855656,0.6811333619523355,8287_8107,2.0,1.0,1.0,5,2,5,1,5,1,5,6,1,4,6,417,FL-417 N,N,Freeway,0.662737377642,0.0104717333826,8287,8107,S,3,45451,6,0,76000,45451,70,0,70.0,0.0104717333826
17,1,5017.4988913525485,70.55201185788908,1.4521787678232687,0.020679352978208342,3.723983571150415,0.8011643007142162,0.2164489727382969,6454.401709401709,65.12134064509748,1.1512991942936994,0.017968139461637583,4.9101053637297865,1.0383187011837058,0.20967776115067813,8287_8107,2.0,1.0,1.0,5,2,5,1,5,1,5,6,1,4,6,417,FL-417 N,N,Freeway,0.662737377642,0.0104717333826,8287,8107,S,3,45451,6,0,76000,45451,70,0,70.0,0.0104717333826
18,2,9365.56732891832,60.76269035186662,6.067134080588497,0.10392880510777773,8.030662482540011,2.3388749022772704,0.27933457872626605,10450.848614072494,55.335675039246475,9.197276114377694,0.18491640043485924,11.220060475502018,5.117397319021621,0.41332254215581,8287_8107,9.0,4.0,5.0,5,2,5,1,5,1,5,6,1,4,6,417,FL-417 N,N,Freeway,0.662737377642,0.0104717333826,8287,8107,S,3,45451,6,0,76000,45451,70,0,70.0,0.0104717333826
19,3,16971.56953642384,67.35417352358122,2.2473897395399742,0.03388232456911667,5.5984213984715305,1.0906152967614549,0.19450450621225476,18723.52665245203,63.33416365052725,1.873488307819131,0.030043922111169668,6.362810645041651,1.2075638090023932,0.18692481177959314,8287_8107,2.0,2.0,0.0,5,2,5,1,5,1,5,6,1,4,6,417,FL-417 N,N,Freeway,0.662737377642,0.0104717333826,8287,8107,S,3,45451,6,0,76000,45451,70,0,70.0,0.0104717333826
20,0,9235.025806451613,67.33419934194337,2.8424224803489944,0.043463447727092916,2.0023678614148106,1.317059818849886,0.6435438109526729,9243.438972162741,64.17193302349558,4.436280808433082,0.069274817710392,2.0921737272431087,1.3022463163794058,0.6236636569285717,8280_8017,2.0,2.0,0.0,6,2,6,1,6,1,6,7,1,5,7,417,FL-417 N,N,Freeway,0.48831276454000005,0.00790947695148,8280,8017,E,2,45451,4,417,49278,45451,70,0,70.0,0.00790947695148
21,1,6420.890350877194,67.20784614732356,1.6889773564946118,0.0256279111008626,5.105957476826531,1.0622206870515276,0.2051305405341561,6792.144396551724,58.983330966431524,2.5400390041781,0.043286211634954205,5.1773086527006695,1.040094331624084,0.20053886079467406,8280_8017,0.0,0.0,0.0,6,2,6,1,6,1,6,7,1,5,7,417,FL-417 N,N,Freeway,0.48831276454000005,0.00790947695148,8280,8017,E,2,45451,4,417,49278,45451,70,0,70.0,0.00790947695148
22,2,10219.642533936652,59.24825359964217,5.0433988229634314,0.08749841880441127,9.18709038362172,2.099502752647019,0.22736991766211345,10757.817596566523,53.588437265941316,3.3962971974969727,0.06469533435733316,8.226251528066419,1.8107937526807685,0.21691644674031807,8280_8017,1.0,1.0,0.0,6,2,6,1,6,1,6,7,1,5,7,417,FL-417 N,N,Freeway,0.48831276454000005,0.00790947695148,8280,8017,E,2,45451,4,417,49278,45451,70,0,70.0,0.00790947695148
23,3,17432.954741379308,64.28805145321611,3.0194998160915643,-0.031356784255832146,6.699086353172613,1.2065350235992678,0.1806880601533498,18578.982832618025,57.66340539281766,2.5175586709788464,0.043919883889409,6.3683877166790035,1.1627858141749303,0.18180853722740264,8280_8017,1.0,1.0,0.0,6,2,6,1,6,1,6,7,1,5,7,417,FL-417 N,N,Freeway,0.48831276454000005,0.00790947695148,8280,8017,E,2,45451,4,417,49278,45451,70,0,70.0,0.00790947695148
