FID,OBJECTID_1,Join_Count,TARGET_FID,Join_Cou_1,TARGET_F_1,Join_Cou_2,TARGET_F_2,OBJECTID_2,Join_Cou_3,TARGET_F_3,OBJECTID,RoadNumber,RoadName,Direction,Roadtype,Shape_Leng,zone_id_st,Shape_Le_1,Up_zone,Down_zone,Direction_,F_System,Urban_Code,ThruLanes,Route_Numb,AADT,Urban_Co_1,Speed_Limi,IRI,SPEED,Shape_Le_2
256,257,2,18,1,257,1,257,0,1,256,18,408,E West Expy E,E,Freeway,0.391948706948000,8237_6011,0.000000000000000,8237,6011,E,2,65863,6,408,66500,65863,65,55,65.000000000000000,0.006447693658530
257,258,2,19,1,258,1,258,0,1,257,19,408,E West Expy E,E,Freeway,0.422684222223000,8219_8213,0.000000000000000,8219,8213,E,2,65863,6,408,73750,65863,65,52,65.000000000000000,0.006624719298570
258,259,2,20,1,259,1,259,0,1,258,20,408,E West Expy E,E,Freeway,0.282358229389000,8213_8169,0.000000000000000,8213,8169,E,2,65863,6,408,84500,65863,55,71,55.000000000000000,0.004421054651220
259,260,2,21,1,260,1,260,0,1,259,21,408,E West Expy E,E,Freeway,0.527505892960000,8169_8242,0.000000000000000,8169,8242,E,2,65863,6,408,85012,65863,55,49,55.000000000000000,0.008501213875420
260,261,2,22,1,261,1,261,0,1,260,22,408,E West Expy E,E,Freeway,0.264472480694000,6011_8219,0.000000000000000,6011,8219,E,2,65863,6,408,66500,65863,65,55,65.000000000000000,0.004286767584500
261,262,2,23,1,262,1,262,0,1,261,23,408,E West Expy E,E,Freeway,0.223209028670000,8315_8311,0.000000000000000,8315,8311,E,2,65863,9,408,93000,65863,55,82,55.000000000000000,0.003662823387640
262,263,2,24,1,263,1,263,0,1,262,24,408,E West Expy E,E,Freeway,0.668274090403000,8311_6252,0.000000000000000,8311,6252,E,2,65863,10,408,125797,65863,55,62,55.000000000000000,0.010993085930700
263,264,2,25,1,264,1,264,0,1,263,25,408,E West Expy E,E,Freeway,0.344094433515000,8307_8305,0.000000000000000,8307,8305,E,2,65863,6,408,93000,65863,55,92,55.000000000000000,0.005659939656060
264,265,2,26,1,265,1,265,0,1,264,26,408,E West Expy E,E,Freeway,0.413698748900000,8305_8315,0.000000000000000,8305,8315,E,2,65863,9,408,93000,65863,55,135,55.000000000000000,0.006787748059830
265,266,2,27,1,266,1,266,0,1,265,27,408,E West Expy E,E,Freeway,0.703751292215000,6679_6276,0.000000000000000,6679,6276,W,3,65863,4,0,23980,65863,55,145,55.000000000000000,0.011538452314400
266,267,2,28,1,267,1,267,0,1,266,28,408,E West Expy E,E,Freeway,0.198420056878000,6276_8307,0.000000000000000,6276,8307,E,2,65863,6,408,93000,65863,55,148,55.000000000000000,0.003230420275280
267,268,2,29,1,268,1,268,0,1,267,29,408,E West Expy E,E,Freeway,0.483111091583000,8355_8348,0.000000000000000,8355,8348,E,2,65863,10,408,139500,65863,55,52,55.000000000000000,0.007931950221250
268,269,2,30,1,269,1,269,0,1,268,30,408,E West Expy E,E,Freeway,0.313002872394000,8348_7102,0.000000000000000,8348,7102,E,2,65863,7,408,133593,65863,65,53,65.000000000000000,0.005130047735800
269,270,2,31,1,270,1,270,0,1,269,31,408,E West Expy E,E,Freeway,0.094849285210500,7102_6309,0.000000000000000,7102,6309,E,2,65863,7,408,133593,65863,65,53,65.000000000000000,0.001559133348450
270,271,2,32,1,271,1,271,0,1,270,32,408,E West Expy E,E,Freeway,0.315680897233000,6309_6301,0.000000000000000,6309,6301,E,2,65863,7,408,133593,65863,65,81,65.000000000000000,0.005190023797190
271,272,2,33,1,272,1,272,0,1,271,33,408,E West Expy E,E,Freeway,0.478957572747000,6301_6218,0.000000000000000,6301,6218,E,2,65863,8,408,128500,65863,65,52,65.000000000000000,0.007877688942480
272,273,2,34,1,273,1,273,0,1,272,34,408,E West Expy E,E,Freeway,0.427329622562000,6252_6227,0.000000000000000,6252,6227,E,2,65863,10,408,125797,65863,55,163,55.000000000000000,0.007029566008950
273,274,2,35,1,274,1,274,0,1,273,35,408,E West Expy E,E,Freeway,0.303405656700000,6227_8355,0.000000000000000,6227,8355,E,2,65863,10,408,137874,65863,55,154,55.000000000000000,0.004991037821010
274,275,2,36,1,275,1,275,0,1,274,36,408,E West Expy E,E,Freeway,0.062031592004800,8431_6232,0.000000000000000,8431,6232,E,2,65863,8,408,128500,65863,65,64,65.000000000000000,0.001014160624890
275,276,2,37,1,276,1,276,0,1,275,37,408,E West Expy E,E,Freeway,1.094820165760000,8412_7015,0.000000000000000,8412,7015,E,2,65863,8,408,128500,65863,65,57,65.000000000000000,0.017868732464500
276,277,2,38,1,277,1,277,0,1,276,38,408,E West Expy E,E,Freeway,0.565397634032000,8408_8412,0.000000000000000,8408,8412,E,2,65863,8,408,128500,65863,65,70,65.000000000000000,0.009064875057680
277,278,2,39,1,278,1,278,0,1,277,39,408,E West Expy E,E,Freeway,0.687809032898000,6881_8431,0.000000000000000,6881,8431,E,2,65863,8,408,128500,65863,65,61,65.000000000000000,0.011309096359900
278,279,2,40,1,279,1,279,0,1,278,40,408,E West Expy E,E,Freeway,0.338968050653000,6235_6881,0.000000000000000,6235,6881,E,2,65863,8,408,128500,65863,65,63,65.000000000000000,0.005576080111540
279,280,2,41,1,280,1,280,0,1,279,41,408,E West Expy E,E,Freeway,0.077120747277800,8408_6232,0.000000000000000,8408,6232,E,2,65863,8,408,128500,65863,65,82,65.000000000000000,0.001256851834840
280,281,2,42,1,281,1,281,0,1,280,42,408,E West Expy E,E,Freeway,0.120153933304000,6218_6235,0.000000000000000,6218,6235,E,2,65863,8,408,128500,65863,65,102,65.000000000000000,0.001976559784960
281,282,2,43,1,282,1,282,0,1,281,43,408,E West Expy E,E,Freeway,0.286919626549000,8033_8027,0.000000000000000,8033,8027,S,2,65863,6,417,69354,65863,70,0,70.000000000000000,0.004720265134110
282,283,2,44,1,283,1,283,0,1,282,44,408,E West Expy E,E,Freeway,0.433971317465000,8027_6269,0.000000000000000,8027,6269,E,2,65863,5,408,74500,65863,65,54,65.000000000000000,0.007138988013680
283,284,2,45,1,284,1,284,0,1,283,45,408,E West Expy E,E,Freeway,0.216785144244000,8009_6303,0.000000000000000,8009,6303,E,2,65863,4,408,90000,65863,65,87,65.000000000000000,0.003566401145470
284,285,2,46,1,285,1,285,0,1,284,46,408,E West Expy E,E,Freeway,0.122945656264000,7015_8033,0.000000000000000,7015,8033,E,2,65863,5,408,74500,65863,65,86,65.000000000000000,0.002022557116240
285,286,2,47,1,286,1,286,0,1,285,47,408,E West Expy E,E,Freeway,0.385135760689000,6303_6305,0.000000000000000,6303,6305,E,2,65863,4,408,90000,65863,65,90,65.000000000000000,0.006336052525370
286,287,2,48,1,287,1,287,0,1,286,48,408,E West Expy E,E,Freeway,0.347516098224000,6269_8009,0.000000000000000,6269,8009,E,2,65863,4,408,82794,65863,65,55,65.000000000000000,0.005716646731470
287,288,2,49,1,288,1,288,0,1,287,49,408,E West Expy E,E,Freeway,0.605448279068000,8077_8070,0.000000000000000,8077,8070,E,2,65863,5,408,79637,65863,65,85,65.000000000000000,0.009954562801340
288,289,2,50,1,289,1,289,0,1,288,50,408,E West Expy E,E,Freeway,0.195538521292000,8070_6690,0.000000000000000,8070,6690,E,2,65863,4,408,70000,65863,65,43,65.000000000000000,0.003211216104350
289,290,2,51,1,290,1,290,0,1,289,51,408,E West Expy E,E,Freeway,1.074325887630000,8041_6970,0.000000000000000,8041,6970,E,2,65863,4,408,38500,65863,65,48,65.000000000000000,0.017468292114600
290,291,2,52,1,291,1,291,0,1,290,52,408,E West Expy E,E,Freeway,0.446478018899000,6690_8041,0.000000000000000,6690,8041,E,2,65863,4,408,68516,65863,65,55,65.000000000000000,0.007327834984680
291,292,2,53,1,292,1,292,0,1,291,53,408,E West Expy E,E,Freeway,0.142732433716000,6305_8077,0.000000000000000,6305,8077,E,2,65863,4,408,90000,65863,65,60,65.000000000000000,0.002348160318310
292,293,2,54,1,293,1,293,0,1,292,54,408,E West Expy E,E,Freeway,0.470339973172000,6970_8174,0.000000000000000,6970,8174,E,2,65863,4,408,38500,65863,65,79,65.000000000000000,0.006869121948000
293,294,2,1,1,294,1,294,0,1,293,1,408,E West Expy W,W,Freeway,0.498662548024000,8178_6921,0.000000000000000,8178,6921,W,2,65863,4,408,38500,65863,65,79,65.000000000000000,0.007273064537370
294,295,2,2,1,295,1,295,0,1,294,2,408,E West Expy W,W,Freeway,0.326338353053000,8150_8116,0.000000000000000,8150,8116,W,2,65863,6,408,60500,65863,65,61,65.000000000000000,0.005348296253110
295,296,2,3,1,296,1,296,0,1,295,3,408,E West Expy W,W,Freeway,0.246345655819000,8116_6273,0.000000000000000,8116,6273,W,2,65863,4,408,51303,65863,55,61,55.000000000000000,0.003987014207170
296,297,2,4,1,297,1,297,0,1,296,4,408,E West Expy W,W,Freeway,0.792189706103000,8210_8148,0.000000000000000,8210,8148,W,2,65863,4,408,73500,65863,65,49,65.000000000000000,0.013009075557000
297,298,2,5,1,298,1,298,0,1,297,5,408,E West Expy W,W,Freeway,0.460746220134000,8156_8150,0.000000000000000,8156,8150,W,2,65863,6,408,67299,65863,65,62,65.000000000000000,0.007555945385790
298,299,2,6,1,299,1,299,0,1,298,6,408,E West Expy W,W,Freeway,0.330670752682000,8148_6298,0.000000000000000,8148,6298,W,2,65863,4,408,73500,65863,65,59,65.000000000000000,0.005436139532150
299,300,2,7,1,300,1,300,0,1,299,7,408,E West Expy W,W,Freeway,0.325558727708000,6300_8156,0.000000000000000,6300,8156,W,2,65863,4,408,73500,65863,65,77,65.000000000000000,0.005338466891270
300,301,2,8,1,301,1,301,0,1,300,8,408,E West Expy W,W,Freeway,0.493639345720000,6298_6300,0.000000000000000,6298,6300,W,2,65863,4,408,73500,65863,65,137,65.000000000000000,0.008093836478360
301,302,2,9,1,302,1,302,0,1,301,9,408,E West Expy W,W,Freeway,0.254236253283000,8203_6930,0.000000000000000,8203,6930,W,2,65863,6,408,73500,65863,65,77,65.000000000000000,0.004171383996530
302,303,2,10,1,303,1,303,0,1,302,10,408,E West Expy W,W,Freeway,0.492661043524000,8201_8203,0.000000000000000,8201,8203,W,2,65863,6,408,70075,65863,65,110,65.000000000000000,0.008028487617020
303,304,2,11,1,304,1,304,0,1,303,11,408,E West Expy W,W,Freeway,0.555854459116000,6994_8201,0.000000000000000,6994,8201,W,2,65863,6,408,66500,65863,65,61,65.000000000000000,0.009144581689730
304,305,2,12,1,305,1,305,0,1,304,12,408,E West Expy W,W,Freeway,0.252851879401000,6930_8210,0.000000000000000,6930,8210,W,2,65863,6,408,73500,65863,65,68,65.000000000000000,0.004143148343470
305,306,2,13,1,306,1,306,0,1,305,13,408,E West Expy W,W,Freeway,0.471200403667000,6489_6994,0.000000000000000,6489,6994,W,2,65863,6,408,66500,65863,65,127,65.000000000000000,0.007751996695470
306,307,2,14,1,307,1,307,0,1,306,14,408,E West Expy W,W,Freeway,0.378712948498000,5934_6489,0.000000000000000,5934,6489,W,2,65863,6,408,66500,65863,65,86,65.000000000000000,0.006114603315800
307,308,2,15,1,308,1,308,0,1,307,15,408,E West Expy W,W,Freeway,0.265913166567000,8254_8252,0.000000000000000,8254,8252,W,2,65863,6,408,85901,65863,55,162,55.000000000000000,0.004374125980840
308,309,2,16,1,309,1,309,0,1,308,16,408,E West Expy W,W,Freeway,0.536053876180000,8252_8244,0.000000000000000,8252,8244,W,2,65863,6,408,84966,65863,55,166,55.000000000000000,0.008631928022190
309,310,2,17,1,310,1,310,0,1,309,17,408,E West Expy W,W,Freeway,0.234501175013000,8244_8217,0.000000000000000,8244,8217,W,2,65863,6,408,84500,65863,55,71,55.000000000000000,0.003670993750230
310,311,2,18,1,311,1,311,0,1,310,18,408,E West Expy W,W,Freeway,0.530374073551000,8239_5934,0.000000000000000,8239,5934,W,2,65863,6,408,66500,65863,65,121,65.000000000000000,0.008710974603430
311,312,2,19,1,312,1,312,0,1,311,19,408,E West Expy W,W,Freeway,0.470414236762000,8217_8215,0.000000000000000,8217,8215,W,2,65863,6,408,73340,65863,65,182,65.000000000000000,0.007375726840030
312,313,2,20,1,313,1,313,0,1,312,20,408,E West Expy W,W,Freeway,0.257614084240000,8215_6440,0.000000000000000,8215,6440,W,2,65863,6,408,66500,65863,65,129,65.000000000000000,0.004179898808510
313,314,2,21,1,314,1,314,0,1,313,21,408,E West Expy W,W,Freeway,0.108833365524000,6440_8239,0.000000000000000,6440,8239,W,2,65863,6,408,66500,65863,65,52,65.000000000000000,0.001790121366300
314,315,2,22,1,315,1,315,0,1,314,22,408,E West Expy W,W,Freeway,0.183840797773000,8318_8309,0.000000000000000,8318,8309,W,2,65863,9,408,93000,65863,55,68,55.000000000000000,0.003023037341890
315,316,2,23,1,316,1,316,0,1,315,23,408,E West Expy W,W,Freeway,0.466751856883000,8313_6737,0.000000000000000,8313,6737,W,2,65863,8,408,93000,65863,55,92,55.000000000000000,0.007677396800240
316,317,2,24,1,317,1,317,0,1,316,24,408,E West Expy W,W,Freeway,0.396972045378000,8309_8313,0.000000000000000,8309,8313,W,2,65863,9,408,93000,65863,55,136,55.000000000000000,0.006504331392670
317,318,2,25,1,318,1,318,0,1,317,25,408,E West Expy W,W,Freeway,0.301334366325000,8274_8272,0.000000000000000,8274,8272,S,1,65863,7,4,144500,65863,55,0,55.000000000000000,0.004956806197260
318,319,2,26,1,319,1,319,0,1,318,26,408,E West Expy W,W,Freeway,0.523750841413000,8272_8254,0.000000000000000,8272,8254,W,2,65863,6,408,85901,65863,55,67,55.000000000000000,0.008615284212670
319,320,2,27,1,320,1,320,0,1,319,27,408,E West Expy W,W,Freeway,0.312836275073000,6737_6230,0.000000000000000,6737,6230,W,3,65863,4,0,23980,65863,55,145,55.000000000000000,0.005089346157530
320,321,2,28,1,321,1,321,0,1,320,28,408,E West Expy W,W,Freeway,0.203469708857000,6230_8274,0.000000000000000,6230,8274,W,3,65863,4,0,23980,65863,55,129,55.000000000000000,0.003332599546690
321,322,2,29,1,322,1,322,0,1,321,29,408,E West Expy W,W,Freeway,0.314179016856000,6307_6229,0.000000000000000,6307,6229,W,2,65863,7,408,139500,65863,65,59,65.000000000000000,0.005150464642920
322,323,2,30,1,323,1,323,0,1,322,30,408,E West Expy W,W,Freeway,0.426158958780000,8353_6185,0.000000000000000,8353,6185,W,2,65863,10,408,137612,65863,55,163,55.000000000000000,0.007010339793630
323,324,2,31,1,324,1,324,0,1,323,31,408,E West Expy W,W,Freeway,0.408777092475000,8188_6226,0.000000000000000,8188,6226,W,2,65863,7,408,139500,65863,65,56,65.000000000000000,0.006719326300580
324,325,2,32,1,325,1,325,0,1,324,32,408,E West Expy W,W,Freeway,0.315060560134000,6229_6177,0.000000000000000,6229,6177,W,2,65863,7,408,139500,65863,55,88,55.000000000000000,0.005170663197890
325,326,2,33,1,326,1,326,0,1,325,33,408,E West Expy W,W,Freeway,0.002813118047580,6226_6307,0.000000000000000,6226,6307,W,2,65863,7,408,139500,65863,65,53,65.000000000000000,0.000046208600858
326,327,2,34,1,327,1,327,0,1,326,34,408,E West Expy W,W,Freeway,0.600533409331000,6185_8318,0.000000000000000,6185,8318,W,2,65863,9,408,93000,65863,55,82,55.000000000000000,0.009878677042870
327,328,2,35,1,328,1,328,0,1,327,35,408,E West Expy W,W,Freeway,0.468851634629000,6177_8353,0.000000000000000,6177,8353,W,2,65863,10,408,139500,65863,55,154,55.000000000000000,0.007712333979220
328,329,2,36,1,329,1,329,0,1,328,36,408,E West Expy W,W,Freeway,0.495471928455000,8427_6883,0.000000000000000,8427,6883,W,2,65863,8,408,128500,65863,65,64,65.000000000000000,0.008144468201130
329,330,2,37,1,330,1,330,0,1,329,37,408,E West Expy W,W,Freeway,0.182518425946000,8406_8427,0.000000000000000,8406,8427,W,2,65863,8,408,128500,65863,65,64,65.000000000000000,0.002971728025030
330,331,2,38,1,331,1,331,0,1,330,38,408,E West Expy W,W,Freeway,0.146797621086000,8376_6256,0.000000000000000,8376,6256,W,2,65863,7,408,128500,65863,65,52,65.000000000000000,0.002414870801070
331,332,2,39,1,332,1,332,0,1,331,39,408,E West Expy W,W,Freeway,0.517864622603000,6918_8406,0.000000000000000,6918,8406,W,2,65863,8,408,128500,65863,65,115,65.000000000000000,0.008291812169290
332,333,2,40,1,333,1,333,0,1,332,40,408,E West Expy W,W,Freeway,0.650045276787000,6883_8376,0.000000000000000,6883,8376,W,2,65863,8,408,128500,65863,65,61,65.000000000000000,0.010693451283000
333,334,2,41,1,334,1,334,0,1,333,41,408,E West Expy W,W,Freeway,0.332614900448000,6256_8188,0.000000000000000,6256,8188,N,3,65863,6,436,60000,65863,65,52,65.000000000000000,0.005470482258990
334,335,2,42,1,335,1,335,0,1,334,42,408,E West Expy W,W,Freeway,0.186058360600000,8024_6971,0.000000000000000,8024,6971,W,2,65863,5,408,74500,65863,65,79,65.000000000000000,0.003060609792650
335,336,2,43,1,336,1,336,0,1,335,43,408,E West Expy W,W,Freeway,0.433746144336000,8013_8024,0.000000000000000,8013,8024,W,2,65863,5,408,74500,65863,65,70,65.000000000000000,0.007135452915800
336,337,2,44,1,337,1,337,0,1,336,44,408,E West Expy W,W,Freeway,0.346659844981000,8005_8013,0.000000000000000,8005,8013,W,2,65863,4,408,82724,65863,65,60,65.000000000000000,0.005702521845620
337,338,2,45,1,338,1,338,0,1,337,45,408,E West Expy W,W,Freeway,0.791772800962000,6971_6258,0.000000000000000,6971,6258,S,2,65863,6,417,69354,65863,70,0,70.000000000000000,0.013023779959800
338,339,2,46,1,339,1,339,0,1,338,46,408,E West Expy W,W,Freeway,0.324815536283000,6879_6918,0.000000000000000,6879,6918,W,2,65863,5,408,74500,65863,65,67,65.000000000000000,0.005224882994900
339,340,2,47,1,340,1,340,0,1,339,47,408,E West Expy W,W,Freeway,0.218825062291000,6308_8005,0.000000000000000,6308,8005,W,2,65863,4,408,90000,65863,65,90,65.000000000000000,0.003599867604120
340,341,2,48,1,341,1,341,0,1,340,48,408,E West Expy W,W,Freeway,0.209349816692000,6258_6879,0.000000000000000,6258,6879,W,2,65863,5,408,74500,65863,65,55,65.000000000000000,0.003423592730200
341,342,2,49,1,342,1,342,0,1,341,49,408,E West Expy W,W,Freeway,0.211793361359000,8057_6045,0.000000000000000,8057,6045,W,2,65863,5,408,79495,65863,65,122,65.000000000000000,0.003482951889120
342,343,2,50,1,343,1,343,0,1,342,50,408,E West Expy W,W,Freeway,0.107193352920000,8043_6946,0.000000000000000,8043,6946,W,2,65863,4,408,68419,65863,65,53,65.000000000000000,0.001756633499430
343,344,2,51,1,344,1,344,0,1,343,51,408,E West Expy W,W,Freeway,0.705197877788000,6946_8057,0.000000000000000,6946,8057,W,2,65863,4,408,70000,65863,65,55,65.000000000000000,0.011580182401000
344,345,2,52,1,345,1,345,0,1,344,52,408,E West Expy W,W,Freeway,0.383520670377000,6306_6308,0.000000000000000,6306,6308,W,2,65863,4,408,90000,65863,65,113,65.000000000000000,0.006309511605610
345,346,2,53,1,346,1,346,0,1,345,53,408,E West Expy W,W,Freeway,0.364528650905000,6045_6306,0.000000000000000,6045,6306,W,2,65863,5,408,90000,65863,65,93,65.000000000000000,0.005997134043670
346,347,2,54,1,347,1,347,0,1,346,54,408,E West Expy W,W,Freeway,1.068380521120000,6921_8043,0.000000000000000,6921,8043,W,2,65863,4,408,68419,65863,65,79,65.000000000000000,0.017356008186900
